Symbol,Company Name,Sector Index
AMBER,Amber Enterprises India Limited,NIFTY CONSUMER DURABLES
TIRUFOAM,TIRUPATI FOAM LIMITED,NIFTY CONSUMER DURABLES
SRUSTEELS,SRU Steels Limited,NIFTY SERVICES
ASHOKAMET,Ashoka Metcast Limited,NIFTY METAL
GALAXYSURF,Galaxy Surfactants Limited,NIFTY CHEMICALS
GGL,Gautam Gems Limited,NIFTY CONSUMER DURABLES
MEDICO,MEDICO REMEDIES LIMITED,NIFTY PHARMA
GUJHYSPIN,Gujarat Hy-Spin Limited,
LAL,LORENZINI APPARELS LIMITED,
KENVI,Kenvi Jewels Limited,NIFTY CONSUMER DURABLES
IWP,The Indian Wood Products Co. Ltd.,
TDSL,Tasty Dairy Specialities Limited,NIFTY FMCG
BHATIA,Bhatia Communications & Retail (India) Limited,NIFTY SERVICES
SHIVAMILLS,Shiva Mills Limited,
ASTERDM,Aster DM Healthcare Limited,NIFTY PHARMA
YSL,The Yamuna Syndicate Ltd ,NIFTY SERVICES
KANCOTEA,KANCO TEA & INDUSTRIES LIMITED,NIFTY FMCG
ANGEL,Angel Fibers Limited,
HGINFRA,H.G. Infra Engineering Limited,
INFLAME,Inflame Appliances Limited,NIFTY CONSUMER DURABLES
BPLPHARMA,Bharat Parenterals Limited,NIFTY PHARMA
SHREESHAY,Shreeshay Engineers Limited,
ACFL,APEX CAPITAL AND FINANCE LIMITED,NIFTY FINANCIAL SERVICES
BDL,Bharat Dynamics Limited,
ACTIVE,Active Clothing Co  Limited,
GOYALALUM,GOYAL ALUMINIUMS LIMITED,NIFTY SERVICES
BANDHANBNK,Bandhan Bank Limited,NIFTY FINANCIAL SERVICES
HAL,Hindustan Aeronautics Limited,
DHARAN,DHARAN INFRA-EPC LIMITED,NIFTY REALTY
SANDHAR,Sandhar Technologies Limited,NIFTY AUTO
YASHO,YASHO INDUSTRIES LIMITED,NIFTY CHEMICALS
BENARA,Benara Bearings and Pistons Limited,
MIDHANI,Mishra Dhatu Nigam Limited,
LEX,Lex Nimble Solutions Limited,NIFTY SERVICES
OBCL,Orissa Bengal Carrier Limited,NIFTY SERVICES
TRL,Taylormade Renewables Limited,
LEMONTREE,Lemon Tree Hotels Limited,NIFTY SERVICES
CHEMFAB,Chemfab Alkalis Ltd,NIFTY CHEMICALS
HARDWYN,HARDWYN INDIA LIMITED,NIFTY CONSUMER DURABLES
DLCL,DR LALCHANDANI LABS LIMITED,NIFTY PHARMA
ORIENTELEC,Orient Electric Limited,NIFTY CONSUMER DURABLES
DHRUV,Dhruv Consultancy Services Limited,NIFTY SERVICES
AKSHAR,Akshar Spintex Limited,
INDOUS,Indo US Bio-Tech Limited,NIFTY FMCG
BSE500IETF,ICICI Prudential Mutual Fund,
INDOSTAR,IndoStar Capital Finance Limited,NIFTY FINANCIAL SERVICES
MILEFUR,Milestone Furniture Limited,NIFTY CONSUMER DURABLES
UHZAVERI,U. H. ZAVERI LIMITED,NIFTY CONSUMER DURABLES
PARVATI,Parvati Sweetners and Power Ltd.,NIFTY FMCG
MEGASTAR,Megastar Foods Limited,NIFTY FMCG
INNOVATORS,Innovators Facade Systems Limited,
UCIL,UNIFINZ CAPITAL INDIA LIMITED,NIFTY FINANCIAL SERVICES
ZIMLAB,ZIM Laboratories Limited,NIFTY PHARMA
AFFORDABLE,Affordable Robotic & Automation Limited,
DOLLAR,Dollar Industries Limited,
NGIL,NAKODA GROUP OF INDUSTRIES LIMITED,NIFTY FMCG
PALMJEWELS,Palm Jewels Limited,NIFTY SERVICES
WAA,Waa Solar Limited,
ADANIGREEN,Adani Green Energy Limited,
UNICK,Unick Fix-A- Form and Printers Limited,NIFTY MEDIA
SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,NIFTY PHARMA
GAYAHWS,GAYATRI HIGHWAYS LTD,NIFTY SERVICES
RITES,RITES Limited,
FINEORG,Fine Organic Industries Limited,NIFTY CHEMICALS
VARROC,Varroc Engineering Limited,NIFTY AUTO
RAJNISH,Rajnish Wellness Limited,NIFTY PHARMA
GUJWIND,Gujarat Winding Systems Limited,
STRAEXPO,Sophia Traexpo Limited,
RAWEDGE,Raw Edge Industrial Solutions Limited,NIFTY METAL
SUPERSHAKT,Supershakti Metaliks Limited,
ASHNI,Ashnisha Industries Limited,NIFTY SERVICES
RACONTEUR,RACONTEUR GLOBAL RESOURCES LIMITED,NIFTY SERVICES
HDFCAMC,HDFC Asset Management Company Limited,NIFTY FINANCIAL SERVICES
VIVANTA,Vivanta Industries Limited,
FRATELLI,Fratelli Vineyards Limited,NIFTY FMCG
CREDITACC,CreditAccess Grameen Ltd.,NIFTY FINANCIAL SERVICES
AMINTAN,AMIN TANNERY LIMITED,NIFTY CONSUMER DURABLES
DEEP,Deep Polymers Limited,NIFTY CHEMICALS
SMEL,Sungold Media and Entertainment Limited,NIFTY MEDIA
NEXT50IETF,ICICI Prudential Mutual Fund,
ASRL,Add-Shop E-Retail Limited,NIFTY SERVICES
SPACEINCUBA,Space Incubatrics Technologies Limited,NIFTY IT
SGIL,Synergy Green Industries Limited,
RANJEET,Ranjeet Mechatronics Limited,
IRCON,IRCON International Ltd,
SKYGOLD,Sky Gold And Diamonds Limited,NIFTY CONSUMER DURABLES
SETFSN50,SBI Mutual Fund,
MACH,Mac Hotels Limited,NIFTY SERVICES
MANORAMA,Manorama Industries Limited,NIFTY FMCG
INNOVATIVE,Innovative Ideals and Services (India) Limited,NIFTY SERVICES
AAVAS,AAVAS Financiers Limited,NIFTY FINANCIAL SERVICES
GRSE,Garden Reach Shipbuilders & Engineers Limited,
A1L,A-1 LIMITED,NIFTY CHEMICALS
DOLFIN,Dolfin Rubbers Limited,NIFTY AUTO
SHUBHAM,Shubham Polyspin Limited,
AKI,AKI India Limited,NIFTY CONSUMER DURABLES
SUNRETAIL,Sun Retail Limited,NIFTY SERVICES
SMGOLD,S. M. Gold Limited,NIFTY CONSUMER DURABLES
VIVIDM,VIVID MERCANTILE LIMITED,NIFTY REALTY
BCPL,BCPL Railway Infrastructure Limited,
ATGL,ADANI TOTAL GAS LIMITED,NIFTY ENERGY
PHOSPHATE,The Phosphate Company Limited,NIFTY CHEMICALS
NIFTYETF,Mirae Asset Mutual Fund,
TECHNOE,Techno Electric & Engineering Company Limited,
RONI,Roni Households Limited,NIFTY SERVICES
SKIFL,Shree Krishna Infrastructure Limited,NIFTY REALTY
DGL,Diksha Greens Limited,NIFTY SERVICES
ARYAN,Aryan Share & Stock Brokers Ltd.,NIFTY FINANCIAL SERVICES
NIVAKA,NIVAKA FASHIONS LIMITED,
DALBHARAT,DALMIA BHARAT LIMITED,NIFTY CONST MAT
ABSLNN50ET,Aditya Birla Sun Life Mutual Fund,
NILASPACES,Nila Spaces Ltd,NIFTY REALTY
SRD,Shankar Lal Rampal Dye-Chem Limited,NIFTY CHEMICALS
TREJHARA,Trejhara Solutions Limited,NIFTY IT
DECCAN,Deccan Health Care Limited,NIFTY PHARMA
AXITA,Axita Cotton Limited,
KPIGREEN,KPI Green Energy Limited,
HIKLASS,Hi-Klass Trading and Investment Limited,NIFTY FINANCIAL SERVICES
RPSGVENT,RPSG VENTURES LIMITED,NIFTY SERVICES
SPENCERS,Spencer's Retail Limited,NIFTY SERVICES
GLOSTERLTD,Gloster Ltd,
XELPMOC,Xelpmoc Design and Tech Limited,NIFTY IT
SPACAPS,SPA Capital Services Limited,NIFTY FINANCIAL SERVICES
AARSHYAM,Aar Shyam India Investment Company Limited,NIFTY FINANCIAL SERVICES
RITCO,Ritco Logistics Limited,NIFTY SERVICES
CHALET,Chalet Hotels Limited,NIFTY SERVICES
ANMOL,Anmol India Limited,NIFTY ENERGY
JONJUA,Jonjua Overseas Limited,NIFTY SERVICES
KRANTI,Kranti Industries Limited,NIFTY AUTO
ANUP,The Anup Engineering Ltd,
GLEAM,Gleam Fabmat Limited,NIFTY SERVICES
ARVINDFASN,Arvind Fashions Limited,NIFTY SERVICES
UTISXN50,UTI Mutual Fund,
JYOTIN,Jyot International Marketing Limited,NIFTY FINANCIAL SERVICES
AGOL,Ashapuri Gold Ornament Limited,NIFTY CONSUMER DURABLES
AARTECH,Aartech Solonics Limited,
HBEL,Humming Bird Education Limited,NIFTY SERVICES
MSTCLTD,MSTC Limited,NIFTY SERVICES
ROOPSHRI,Roopshri Resorts Limited,NIFTY SERVICES
CHANDNIMACH,Chandni Machines Limited,NIFTY SERVICES
NSL,Northern Spirits Limited,NIFTY SERVICES
RVNL,Rail Vikas Nigam Limited,
METROPOLIS,Metropolis Healthcare Limited,NIFTY PHARMA
KPITTECH,KPIT Technologies Ltd,NIFTY IT
POLYCAB,Polycab India Limited,
VRFILMS,V R FILMS & STUDIOS LIMITED,NIFTY MEDIA
VIKASLIFE,VIKAS LIFECARE LIMITED,NIFTY SERVICES
NEOGEN,Neogen Chemicals Limited,NIFTY CHEMICALS
GKP,G. K. P. Printing & Packaging Limited,
EVANS,EVANS ELECTRIC LIMITED,NIFTY SERVICES
BMW,BMW INDUSTRIES LIMITED,
AEPL,Artemis Electricals and Projects Limited,
CHCL,Cian Healthcare Limited,NIFTY PHARMA
DEL,Dhanashree Electronics Limited,
HARISH,Harish Textile Engineers Limited,
PPL,Prakash Pipes Limited,
DGCONTENT,Digicontent Limited,NIFTY MEDIA
PARSHVA,Parshva Enterprises Limited,NIFTY SERVICES
ARL,Anand Rayons Limited,
SBC,SBC EXPORTS LIMITED,
INDIAMART,IndiaMART InterMESH Limited,NIFTY SERVICES
CPML,CITY PULSE MULTIVENTURES LIMITED,NIFTY SERVICES
SKIEL,SK International Export Limited,NIFTY CONSUMER DURABLES
DCMNVL,DCM NOUVELLE LIMITED,
BANKIETF,ICICI Prudential Mutual Fund,
SNXT50BEES,Nippon India Mutual Fund,
AFFLE,AFFLE 3I LIMITED,NIFTY IT
PVTBANIETF,ICICI Prudential Mutual Fund,
SPANDANA,Spandana Sphoorty Financial Limited,NIFTY FINANCIAL SERVICES
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED,
TRANSPACT,Transpact Enterprises Limited,NIFTY PHARMA
ALPHALOGIC,Alphalogic Techsys Limited,NIFTY IT
NOVATEOR,Novateor Research Laboratories Limited,NIFTY FMCG
360ONE,360 ONE WAM LIMITED,NIFTY FINANCIAL SERVICES
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,NIFTY FINANCIAL SERVICES
MUFIN,MUFIN GREEN FINANCE LIMITED,NIFTY FINANCIAL SERVICES
MISQUITA,Misquita Engineering Limited,
GALACTICO,Galactico Corporate Services Limited,
VEL,Vaxfab Enterprises Limited,NIFTY SERVICES
FLUOROCHEM,Gujarat Fluorochemicals Limited,NIFTY CHEMICALS
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,NIFTY SERVICES
GOBLIN,GOBLIN INDIA LIMITED,NIFTY CONSUMER DURABLES
VISHWARAJ,Vishwaraj Sugar Industries Limited,NIFTY FMCG
GREENPANEL,Greenpanel Industries Limited,NIFTY CONSUMER DURABLES
SHAHLON,Shahlon Silk Industries Limited,
ABSLBANETF,Aditya Birla Sun Life Mutual Fund,
MOUNT,MOUNT HOUSING AND INFRASTRUCTURE LIMITED,NIFTY REALTY
ANUROOP,Anuroop Packaging Limited,
COLAB,COLAB PLATFORMS LIMITED,NIFTY FINANCIAL SERVICES
CSBBANK,CSB Bank Limited,NIFTY FINANCIAL SERVICES
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NIFTY FINANCIAL SERVICES
HINDWAREAP,Hindware Home Innovation Limited,NIFTY CONSUMER DURABLES
EASUN,Easun Capital Markets Limited,NIFTY FINANCIAL SERVICES
PRINCEPIPE,Prince Pipes and Fittings Limited,
VALENCIA,Valencia Nutrition Limited,NIFTY FMCG
ASSAMENT,Assam Entrade Limited,NIFTY FINANCIAL SERVICES
GIANLIFE,Gian Life Care Limited,NIFTY PHARMA
ARTEMISMED,Artemis Medicare Services Limited,NIFTY PHARMA
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED,NIFTY CHEMICALS
MIDCAPIETF,ICICI Prudential Mutual Fund,
NEXT50,Mirae Asset Mutual Fund,
TRANWAY21,TRANWAY21 TECHNOLOGIES LIMITED,NIFTY IT
VARDHANCFL,Vardhan Capital & Finance Limited,NIFTY FINANCIAL SERVICES
UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LIMITED,NIFTY CONSUMER DURABLES
CBPL,Chandra Bhagat Pharma Limited,NIFTY PHARMA
OCTAVIUSPL,Octavius Plantations Limited,NIFTY FMCG
COHANCE,Cohance Lifesciences Limited,NIFTY PHARMA
SMAUTO,SM Auto Stamping Limited,
SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED,NIFTY FINANCIAL SERVICES
08MPD,Nippon India Mutual Fund,
08ADR,Nippon India Mutual Fund,
08MPR,Nippon India Mutual Fund,
08AMD,Nippon India Mutual Fund,
08AMR,Nippon India Mutual Fund,
08BPB,Nippon India Mutual Fund,
08GPG,Nippon India Mutual Fund,
08ABB,Nippon India Mutual Fund,
08QPD,Nippon India Mutual Fund,
08AGG,Nippon India Mutual Fund,
08QPR,Nippon India Mutual Fund,
08AQD,Nippon India Mutual Fund,
08DPD,Nippon India Mutual Fund,
08AQR,Nippon India Mutual Fund,
08DPR,Nippon India Mutual Fund,
08ADD,Nippon India Mutual Fund,
ROJL,RO Jewels Limited,NIFTY CONSUMER DURABLES
COSPOWER,Cospower Engineering Limited,
11DPR,Nippon India Mutual Fund,
11GPG,Nippon India Mutual Fund,
11MPD,Nippon India Mutual Fund,
11MPR,Nippon India Mutual Fund,
11QPD,Nippon India Mutual Fund,
11QPR,Nippon India Mutual Fund,
11ADD,Nippon India Mutual Fund,
11ADR,Nippon India Mutual Fund,
11AGG,Nippon India Mutual Fund,
11AMD,Nippon India Mutual Fund,
11AMR,Nippon India Mutual Fund,
11AQD,Nippon India Mutual Fund,
11AQR,Nippon India Mutual Fund,
11DPD,Nippon India Mutual Fund,
POWERINDIA,HITACHI ENERGY INDIA LIMITED,
DJML,DJ Mediaprint & Logistics Limited,NIFTY SERVICES
NATURAL,Natural Biocon (India) Limited,NIFTY CHEMICALS
REGIS,REGIS INDUSTRIES LIMITED,NIFTY FINANCIAL SERVICES
BILLWIN,Billwin Industries Limited,
AARTISURF,Aarti Surfactants Limited,NIFTY CHEMICALS
BONLON,BONLON INDUSTRIES LIMITED,NIFTY METAL
BOROLTD,Borosil Limited,NIFTY CONSUMER DURABLES
ROSSARI,ROSSARI BIOTECH LIMITED,NIFTY CHEMICALS
NDRAUTO,NDR Auto Components Limited,NIFTY AUTO
SBGLP,SURATWWALA BUSINESS GROUP LIMITED,NIFTY REALTY
ALPL30IETF,ICICI Prudential Mutual Fund,
MAXHEALTH,Max Healthcare Institute Limited,NIFTY PHARMA
ITIETF,ICICI Prudential Mutual Fund,
MAXIND, Max India Limited,NIFTY FINANCIAL SERVICES
HDFCNIFBAN,HDFC Mutual Fund,
UTIBANKETF,UTI Mutual Fund,
HAPPSTMNDS,Happiest Minds Technologies Limited,NIFTY IT
ROUTE,Route Mobile Limited,NIFTY TELECOM
SAMRATFORG,Samrat Forgings Limited,
ADVAIT,ADVAIT ENERGY TRANSITIONS LIMITED,
ADL,Archidply Decor Limited,NIFTY CONSUMER DURABLES
CAMS,Computer Age Management Services Limited,NIFTY FINANCIAL SERVICES
CHEMCON,Chemcon Speciality Chemicals Limited,NIFTY CHEMICALS
SECMARK,Secmark Consultancy Limited,NIFTY IT
ANGELONE,ANGEL ONE LIMITED,NIFTY FINANCIAL SERVICES
ATAM,Atam Valves Limited,
MAZDOCK,Mazagon Dock Shipbuilders Limited,
UTIAMC,UTI Asset Management Company Limited,NIFTY FINANCIAL SERVICES
GMPL,G M Polyplast Limited,
LIKHITHA,Likhitha Infrastructure Limited,
VGIL,Veer Global Infraconstruction Limited,NIFTY REALTY
HEMIPROP,Hemisphere Properties India Limited,NIFTY SERVICES
EQUITASBNK,Equitas Small Finance Bank Limited,NIFTY FINANCIAL SERVICES
SHINEFASH,Shine Fashions (India) Limited,
GLAND, Gland Pharma Limited,NIFTY PHARMA
ESG,Mirae Asset Mutual Fund,
NETPIX,Net Pix Shorts Digital Media Limited,NIFTY MEDIA
RBA,Restaurant Brands Asia Limited,NIFTY SERVICES
TARC,TARC LIMITED,NIFTY REALTY
RVHL,Ravinder Heights Limited,NIFTY REALTY
FAIRCHEMOR,Fairchem Organics Limited,NIFTY CHEMICALS
BECTORFOOD,Mrs. Bectors Food Specialities Limited,NIFTY FMCG
AWHCL,Antony Waste Handling Cell Limited,
INFRABEES,Nippon India Mutual Fund,
RFLL,RITA FINANCE AND LEASING LIMITED,NIFTY FINANCIAL SERVICES
IRFC,Indian Railway Finance Corporation,NIFTY FINANCIAL SERVICES
INDIGOPNTS,Indigo Paints Limited,NIFTY CONSUMER DURABLES
HOMEFIRST,Home First Finance Company India Limited,NIFTY FINANCIAL SERVICES
STOVEKRAFT,STOVE KRAFT LIMITED,NIFTY CONSUMER DURABLES
MRP,MRP Agro Limited,NIFTY SERVICES
SMCGLOBAL,SMC Global Securities Limited,NIFTY FINANCIAL SERVICES
NURECA,Nureca Limited,NIFTY PHARMA
RAILTEL,RailTel Corporation of India Limited,NIFTY TELECOM
HERANBA,Heranba Industries Limited,NIFTY CHEMICALS
DAVANGERE,Davangere Sugar Company Limited,NIFTY FMCG
DRCSYSTEMS,DRC Systems India Limited,NIFTY IT
MTARTECH,MTAR Technologies Limited,
JUBLINGREA,Jubilant Ingrevia Limited,NIFTY CHEMICALS
EASEMYTRIP,Easy Trip Planners Limited,NIFTY SERVICES
KMEW,Knowledge Marine & Engineering Works Limited,NIFTY SERVICES
SUUMAYA,SUUMAYA CORPORATION LIMITED,
ANURAS,Anupam Rasayan India Limited,NIFTY CHEMICALS
CRAFTSMAN,Craftsman Automation Limited,NIFTY AUTO
LXCHEM,Laxmi Organic Industries Limited,NIFTY CHEMICALS
KALYANKJIL,Kalyan Jewellers India Limited,NIFTY CONSUMER DURABLES
SURYODAY,Suryoday Small Finance Bank Limited,NIFTY FINANCIAL SERVICES
NAZARA,Nazara Technologies Limited,NIFTY MEDIA
SUVIDHAA,Suvidhaa Infoserve Limited,NIFTY FINANCIAL SERVICES
NIKSTECH,Niks Technology Limited,NIFTY IT
BARBEQUE,BARBEQUE-NATION HOSPITALITY LIMITED,NIFTY SERVICES
EKI,EKI Energy Services Limited,NIFTY SERVICES
RCAN,Rajeshwari Cans Limited,
JETMALL,Jetmall Spices and Masala Limited,NIFTY FMCG
LODHA,Lodha Developers Limited,NIFTY REALTY
DEEPINDS,Deep Industries Limited,NIFTY ENERGY
KGES,Kuberan Global Edu Solutions Limited,NIFTY SERVICES
MAFANG,Mirae Asset Mutual Fund,
HEALTHIETF,ICICI Prudential Mutual Fund,
VINEETLAB,Vineet Laboratories Limited,NIFTY PHARMA
SHYAMMETL,Shyam Metalics and Energy Limited,
SONACOMS,Sona BLW Precision Forgings Limited,NIFTY AUTO
DODLA,Dodla Dairy Limited,NIFTY FMCG
KIMS,Krishna Institute of Medical Sciences Limited,NIFTY PHARMA
ADESHWAR,Adeshwar Meditex Limited,NIFTY PHARMA
TIMESGREEN,Times Green Energy (India) Limited,NIFTY FMCG
IPL,India Pesticides Limited,NIFTY CHEMICALS
FOCUS,Focus Business Solution Limited,NIFTY IT
GRINFRA,G R Infraprojects Limited,
CLEAN,Clean Science and Technology Limited,NIFTY CHEMICALS
AAPLUSTRAD,AA Plus Tradelink Limited,NIFTY SERVICES
ETERNAL,Eternal Limited,NIFTY SERVICES
TATVA,Tatva Chintan Pharma Chem Limited,NIFTY CHEMICALS
ALIVUS,ALIVUS LIFE SCIENCES LIMITED,NIFTY PHARMA
BFSI,Mirae Asset Mutual Fund,
GCSL,Gretex Corporate Services Limited,NIFTY FINANCIAL SERVICES
ROLEXRINGS,Rolex Rings Limited,NIFTY AUTO
FMCGIETF,ICICI Prudential Mutual Fund,
EXXARO,Exxaro Tiles Limited,NIFTY CONSUMER DURABLES
KRSNAA,Krsnaa Diagnostics Limited,NIFTY PHARMA
WINDLAS,Windlas Biotech Limited,NIFTY PHARMA
DEVYANI,Devyani International Limited,NIFTY SERVICES
MOL,Meghmani Organics Limited,NIFTY CHEMICALS
EPIGRAL,Epigral Limited,NIFTY CHEMICALS
CARTRADE,CarTrade Tech Limited,NIFTY SERVICES
NUVOCO,Nuvoco Vistas Corporation Limited,NIFTY CONST MAT
APTUS,Aptus Value Housing Finance India Limited,NIFTY FINANCIAL SERVICES
CHEMPLASTS,Chemplast Sanmar Limited,NIFTY CHEMICALS
SHARPLINE,SHARPLINE BROADCAST LIMITED,NIFTY MEDIA
AASHKA,Aashka Hospitals Limited,NIFTY PHARMA
AXISTECETF,Axis Mutual Fund,
AXISHCETF,Axis Mutual Fund,
ACUTAAS,ACUTAAS CHEMICALS LIMITED,NIFTY PHARMA
VIJAYA,Vijaya Diagnostic Centre Limited,NIFTY PHARMA
POBS,PlatinumOne Business Services Limited,NIFTY SERVICES
AXISCETF,Axis Mutual Fund,
SANSERA,Sansera Engineering Limited,NIFTY AUTO
PREVEST,Prevest Denpro Limited,NIFTY PHARMA
MARKOLINES,Markolines Pavement Technologies Limited,
MASPTOP50,Mirae Asset Mutual Fund,
SBLI,SBL Infratech Limited,NIFTY REALTY
PARAS,Paras Defence and Space Technologies Limited,
GETALONG,Getalong Enterprise Limited,NIFTY SERVICES
SVRL,Shri Venkatesh Refineries Limited,NIFTY FMCG
ABSLAMC,Aditya Birla Sun Life AMC Limited,NIFTY FINANCIAL SERVICES
PROMAX,Promax Power Limited,
SAMOR,Samor Reality Limited,NIFTY REALTY
ADISHAKTI,Adishakti Loha and Ispat Limited,
CWD,CWD Limited,NIFTY CONSUMER DURABLES
CONSUMIETF,ICICI Prudential Mutual Fund,
NYKAA,FSN E-Commerce Ventures Limited,NIFTY SERVICES
FINOPB,Fino Payments Bank Limited,NIFTY FINANCIAL SERVICES
SJS,S.J.S. Enterprises Limited,NIFTY AUTO
EQUAL50ADD,DSP Mutual Fund,
SIGACHI,Sigachi Industries Limited,NIFTY PHARMA
POLICYBZR,PB Fintech Limited,NIFTY FINANCIAL SERVICES
SGFRL,Suyog Gurbaxani Funicular Ropeways Limited,
PAYTM,One 97 Communications Limited,NIFTY FINANCIAL SERVICES
SAPPHIRE,Sapphire Foods India Limited,NIFTY SERVICES
LATENTVIEW,Latent View Analytics Limited,NIFTY IT
TARSONS,Tarsons Products Limited,NIFTY PHARMA
OMNIPOTENT,Omnipotent Industries Limited,NIFTY ENERGY
GOCOLORS,Go Fashion (India) Limited,NIFTY SERVICES
DMR,DMR Hydroengineering & Infrastructures Limited,NIFTY SERVICES
HITECH,HI-TECH PIPES LIMITED,
STARHEALTH,Star Health and Allied Insurance Company Limited,NIFTY FINANCIAL SERVICES
TEGA,Tega Industries Limited,
MAHKTECH,Mirae Asset Mutual Fund,
ANANDRATHI,Anand Rathi Wealth Limited,NIFTY FINANCIAL SERVICES
ZODIAC,Zodiac Energy Limited,
RATEGAIN,RateGain Travel Technologies Limited,NIFTY IT
SHRIRAMPPS,Shriram Properties Limited,NIFTY REALTY
JETFREIGHT,Jet Freight Logistics Limited,NIFTY SERVICES
MAPMYINDIA,C.E. Info Systems Limited,NIFTY IT
METROBRAND,Metro Brands Limited,NIFTY CONSUMER DURABLES
MEDPLUS,Medplus Health Services Limited,NIFTY SERVICES
DATAPATTNS,Data Patterns (India) Limited,
HPAL,HP Adhesives Limited,NIFTY CHEMICALS
SUPRIYA,Supriya Lifescience Limited,NIFTY PHARMA
CLARA,CLARA INDUSTRIES LIMITED,
WITS,Wherrelz IT Solutions Limited,NIFTY IT
MONQ50,Motilal Oswal Mutual Fund,
MIDQ50ADD,DSP Mutual Fund,
NIFTY50ADD,DSP Mutual Fund,
CMSINFO,CMS Info Systems Limited,NIFTY SERVICES
BCONCEPTS,Brand Concepts Limited,NIFTY SERVICES
ASCENSIVE,Ascensive Educare Limited,NIFTY SERVICES
FABINO,FABINO ENTERPRISES LIMITED,NIFTY PHARMA
WEL,WONDER ELECTRICALS LIMITED,NIFTY CONSUMER DURABLES
AUTOIETF,ICICI Prudential Mutual Fund,
AGSTRA,AGS TRANSACT TECHNOLOGIES LIMITED,NIFTY FINANCIAL SERVICES
ALKOSIGN,ALKOSIGN LIMITED,NIFTY FMCG
MAKEINDIA,Mirae Asset Mutual Fund,
AWL,AWL AGRI BUSINESS LIMITED,NIFTY FMCG
QRIL,Quality RO Industries Limited,
SSTL,Safa Systems & Technologies Limited,NIFTY SERVICES
DEVIT,DEV INFORMATION TECHNOLOGY LIMITED,NIFTY IT
MANYAVAR,Vedant Fashions Limited,NIFTY SERVICES
SPITZE,Maruti Interior Products Limited,NIFTY CONSUMER DURABLES
MOMOMENTUM,Motilal Oswal Mutual Fund,
SOFTTECH,SoftTech Engineers Limited,NIFTY IT
TECH,Aditya Birla Sun Life Mutual Fund,
HEALTHY,Aditya Birla Sun Life Mutual Fund,
BSLNIFTY,Aditya Birla Sun Life Mutual Fund,
EKENNIS,Ekennis Software Service Limited,NIFTY IT
MIDCAPETF,Mirae Asset Mutual Fund,
EUREKAFORB,Eureka Forbes Limited,NIFTY CONSUMER DURABLES
GATEWAY,Gateway Distriparks Limited,NIFTY SERVICES
GMRP&UI,GMR Power and Urban Infra Limited,
BCCL,Bhatia Colour Chem Limited,NIFTY CHEMICALS
MSUMI,Motherson Sumi Wiring India Limited,NIFTY AUTO
ACHYUT,Achyut Healthcare Limited,NIFTY PHARMA
EVOQ,Evoq Remedies Limited,NIFTY SERVICES
MOLOWVOL,Motilal Oswal Mutual Fund,
AVROIND,Avro India Limited,NIFTY CONSUMER DURABLES
UMAEXPORTS,Uma Exports Limited,NIFTY SERVICES
VERANDA,Veranda Learning Solutions Limited,NIFTY SERVICES
SEML,Sunrise Efficient Marketing Limited,NIFTY SERVICES
DHYAANITR,DHYAANI TRADEVENTTURES LIMITED,NIFTY SERVICES
HARIOMPIPE,Hariom Pipe Industries Limited,
EIGHTY,Eighty Jewellers Limited,NIFTY CONSUMER DURABLES
SFSL,Shashwat Furnishing Solutions Limited,NIFTY CONSUMER DURABLES
GLHRL,Global Longlife Hospital and Research Limited,NIFTY PHARMA
FONE4,Fone4 Communications (India) Limited,NIFTY SERVICES
NVENTURES,Nanavati Ventures Limited,NIFTY METAL
CAMPUS,Campus Activewear Limited,NIFTY CONSUMER DURABLES
RAINBOW,Rainbow Children's Medicare Limited,NIFTY PHARMA
SILVERTUC,Silver Touch Technologies Limited,NIFTY IT
LICI,LIFE INSURANCE CORPORATION OF INDIA,NIFTY FINANCIAL SERVICES
PRUDENT,Prudent Corporate Advisory Services Limited,NIFTY FINANCIAL SERVICES
VENUSPIPES,Venus Pipes & Tubes Limited,
DELHIVERY,Delhivery Limited,NIFTY SERVICES
PARADEEP,Paradeep Phosphates Limited,NIFTY CHEMICALS
TIERRA,Tierra Agrotech Limited,NIFTY FMCG
ETHOSLTD,ETHOS LIMITED,NIFTY CONSUMER DURABLES
EMUDHRA,eMudhra Limited,NIFTY IT
AETHER,Aether Industries Limited,NIFTY CHEMICALS
WEWIN,We Win Limited,NIFTY SERVICES
SILVERPRL,Silver Pearl Hospitality & Luxury Spaces Limited,NIFTY SERVICES
SCARNOSE,Scarnose International Limited,
GOEL,Goel Food Products Limited,NIFTY SERVICES
MODIS,MODI’S NAVNIRMAN LIMITED,NIFTY REALTY
PGCRL,Pearl Green Clubs and Resorts Limited,NIFTY FMCG
SAILANI,SAILANI TOURS N TRAVELS LIMITED,NIFTY SERVICES
KESAR,KESAR INDIA LIMITED,NIFTY REALTY
BRRL,B-RIGHT REALESTATE LIMITED,NIFTY REALTY
